target_market,score,cover_image,sugar_result,fiber_result,sodium_result,sugar_per_serving,fiber_per_serving,sodium_per_serving,calories_per_serving,serving_size,index,url
Child,38,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesRiceKrispiesTreats.jpg,30%,0%,567,9,0,170,120,30,136,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=136
Child,52,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesRegular.jpg,12%,3%,576,4,1,190,130,33,137,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=137
Child,64,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesGlutenFree.jpg,3%,3%,600,1,1,180,110,30,138,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=138
Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSmartStartOriginalAntioxidants.jpg,28%,6%,560,14,3,280,180,50,139,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=139
Adult,56,http://cerealfacts.org/media/cereal_images/KelloggSmartStartToastedOat.jpg,28%,8%,233,17,5,140,220,60,140,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=140
Family,40,http://cerealfacts.org/media/cereal_images/KelloggSmorz.jpg,43%,3%,450,13,1,135,120,30,141,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=141
Adult,52,http://cerealfacts.org/media/cereal_images/KelloggSpecialKBlueberry.jpg,27%,10%,467,8,3,140,110,30,142,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=142
Adult,36,http://cerealfacts.org/media/cereal_images/KelloggSpecialKChocolateyDelight.jpg,29%,10%,581,9,3,180,120,31,143,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=143
Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKCinnamonPecan.jpg,23%,10%,633,7,3,190,110,30,144,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=144
Adult,50,http://cerealfacts.org/media/cereal_images/KelloggSpecialKFruitYogurt.jpg,31%,9%,438,10,3,140,120,32,145,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=145
Adult,70,http://cerealfacts.org/media/cereal_images/KelloggSpecialKProteinPlus.jpg,7%,17%,379,2,5,110,100,29,146,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=146
Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRedBerries.jpg,29%,10%,613,9,3,190,110,31,147,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=147
Adult,44,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRegular.jpg,13%,0%,710,4,0,220,120,31,148,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=148
Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKVanillaAlmond.jpg,30%,10%,567,9,3,170,110,30,149,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=149
Adult,50,http://cerealfacts.org/media/cereal_images/KelloggSpecialKMultigrainOatsHoney.jpg,28%,10%,483,8,3,140,100,29,150,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=150
Adult,76,http://cerealfacts.org/media/cereal_images/KelloggSpecialKLowFatGranola.jpg,6%,10%,221,3,5,115,190,52,151,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=151
Adult,56,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchHoneyAlmond.jpg,22%,6%,449,11,3,220,180,49,152,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=152
Adult,56,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchMapleNut.jpg,22%,7%,441,13,4,260,220,59,153,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=153
Adult,44,http://cerealfacts.org/media/cereal_images/KelloggCinnabon.jpg,40%,3%,383,12,1,115,120,30,154,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=154
Adult,56,http://cerealfacts.org/media/cereal_images/KashiGranolaCocoaBeach.jpg,18%,13%,236,10,7,130,220,55,155,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=155
Adult,56,http://cerealfacts.org/media/cereal_images/KashiGranolaMtMedleyGranola.jpg,18%,11%,245,10,6,135,230,55,156,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=156
Adult,70,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeAutumnWheat.jpg,20%,13%,227,11,7,125,210,55,157,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=157
Adult,76,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeCinnamonHarvest.jpg,16%,9%,0,9,5,0,180,55,158,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=158
Adult,76,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeIslandVanilla.jpg,16%,11%,9,9,6,5,190,55,159,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=159
Adult,74,http://cerealfacts.org/media/cereal_images/KashiFlakes7WholeGrainsFlakes.jpg,8%,12%,300,4,6,150,180,50,160,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=160
Adult,78,http://cerealfacts.org/media/cereal_images/KashiGoLeanOriginal.jpg,12%,19%,163,6,10,85,140,52,161,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=161
Adult,58,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchHoneyAlmondFlax.jpg,23%,15%,264,12,8,140,200,53,162,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=162
Adult,58,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchOriginal.jpg,25%,15%,189,13,8,100,190,53,163,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=163
Adult,72,http://cerealfacts.org/media/cereal_images/KashiGoodFriendsOriginal.jpg,19%,23%,208,10,12,110,160,53,164,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=164
Adult,72,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartHoneyToastedOat.jpg,15%,15%,258,5,5,85,120,33,165,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=165
Adult,70,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartOatFlakesWildBlueberryClusters.jpg,22%,7%,245,12,4,135,200,55,166,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=166
Adult,72,http://cerealfacts.org/media/cereal_images/KashiHeartTohHeartWarmCinnamonOat.jpg,15%,15%,242,5,5,80,120,33,167,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=167
Adult,74,http://cerealfacts.org/media/cereal_images/KashiHoneyPuffs7WholeGrainsHoneyPuffs.jpg,20%,7%,0,6,2,0,120,30,168,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=168
Family,56,http://cerealfacts.org/media/cereal_images/KashiSquaresHoneySunshine.jpg,20%,17%,450,6,5,135,100,30,169,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=169
Family,54,http://cerealfacts.org/media/cereal_images/KashiSquaresBerryBlossoms.jpg,23%,20%,417,7,6,125,100,30,170,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=170
Adult,72,http://cerealfacts.org/media/cereal_images/KashiNuggets7WholeGrainsNuggets.jpg,5%,12%,448,3,7,260,210,58,171,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=171
None,82,http://cerealfacts.org/media/cereal_images/KashiPuffs7WholeGrainsPuffs.jpg,0%,5%,0,0,1,0,70,19,172,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=172
Adult,46,http://cerealfacts.org/media/cereal_images/KashiStrawberryFields.jpg,28%,3%,531,9,1,170,120,32,173,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=173
Adult,70,http://cerealfacts.org/media/cereal_images/KashiUBlackCurrantsWalnuts.jpg,20%,13%,227,11,7,125,210,55,174,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=174
Adult,70,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispCinnamonCrumble.jpg,20%,18%,255,10,9,130,190,51,175,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=175
Adult,70,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispBerryCrumble.jpg,20%,16%,245,10,8,125,180,51,176,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=176
Family,72,http://cerealfacts.org/media/cereal_images/KashiGoldenGoodness.jpg,13%,10%,283,8,6,170,210,60,177,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=177
Adult,54,http://cerealfacts.org/media/cereal_images/KashiOrganicCeralIndigoMorning.jpg,22%,7%,463,6,2,125,100,27,178,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=178
Adult,56,http://cerealfacts.org/media/cereal_images/KashiOrganicCerealSimplyMaize.jpg,22%,7%,407,6,2,110,100,27,179,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=179
Adult,54,http://cerealfacts.org/media/cereal_images/NewmansOwnFlakeNStrawberry.jpg,27%,7%,433,8,2,130,110,30,180,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=180
Adult,56,http://cerealfacts.org/media/cereal_images/NewmansOwnHoneyFlaxFlakes.jpg,27%,13%,267,8,4,80,100,30,181,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=181
Adult,74,http://cerealfacts.org/media/cereal_images/NewmansOwnCinnamonFiberFlakes.jpg,20%,27%,0,6,8,0,90,30,182,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=182
Adult,54,http://cerealfacts.org/media/cereal_images/NewmansOwnVanillaAlmond.jpg,23%,7%,417,7,2,125,110,30,183,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=183
Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicAmazonFrostedFlakes.jpg,23%,7%,400,7,2,120,120,30,184,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=184
Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicGorillaMunch.jpg,30%,7%,333,9,2,100,115,30,185,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=185
Child,48,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicKoalaCrisp.jpg,30%,3%,450,9,1,135,120,30,186,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=186
Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicLeapinLemurs.jpg,27%,7%,383,8,2,115,120,30,187,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=187
Child,44,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicPeanutButterPandaPuffs.jpg,40%,3%,317,12,1,95,130,30,188,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=188
Adult,52,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMultibranFlakes.jpg,17%,23%,633,5,7,190,100,30,189,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=189
Adult,58,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRedberryCrunch.jpg,18%,9%,291,10,5,160,210,55,190,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=190
Adult,56,http://cerealfacts.org/media/cereal_images/NPFlaxPlusMaplePecanCrunch.jpg,18%,9%,345,10,5,190,220,55,191,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=191
Adult,56,http://cerealfacts.org/media/cereal_images/NPFlaxPlusPumpkinRaisinCrunch.jpg,24%,13%,273,13,7,150,210,55,192,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=192
Adult,58,http://cerealfacts.org/media/cereal_images/NPFlaxPlusRaisinBranFlakes.jpg,22%,15%,345,12,8,190,190,55,193,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=193
Adult,58,http://cerealfacts.org/media/cereal_images/NPHeritageCrunch.jpg,11%,11%,382,6,6,210,230,55,194,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=194
Adult,54,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyMaple.jpg,23%,10%,433,7,3,130,110,30,195,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=195
Adult,54,http://cerealfacts.org/media/cereal_images/NPSunriseCrunchyVanilla.jpg,23%,10%,433,7,3,130,110,30,196,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=196
Adult,68,http://cerealfacts.org/media/cereal_images/NPCrispyRiceCereal.jpg,7%,7%,533,2,2,160,110,30,197,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=197
Adult,58,http://cerealfacts.org/media/cereal_images/NPFruitJuiceSweetenedCornFlakes.jpg,10%,0%,417,3,0,125,120,30,198,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=198
Family,44,http://cerealfacts.org/media/cereal_images/PostAlphaBits.jpg,36%,7%,643,10,2,180,110,28,199,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=199
Adult,54,http://cerealfacts.org/media/cereal_images/PostBranFlakes.jpg,17%,17%,600,5,5,180,100,30,200,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=200
Family,46,http://cerealfacts.org/media/cereal_images/PostGoldenCrisp.jpg,52%,4%,93,14,1,25,110,27,201,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=201
Adult,58,http://cerealfacts.org/media/cereal_images/PostGrapeNutsFlakes.jpg,14%,10%,431,4,3,125,110,29,202,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=202
Adult,70,http://cerealfacts.org/media/cereal_images/PostGrapeNutsRegular.jpg,9%,12%,500,5,7,290,200,58,203,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=203
Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOHoneyRoasted.jpg,20%,7%,467,6,2,140,120,30,204,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=204
Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithAlmonds.jpg,19%,6%,422,6,2,135,130,32,205,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=205
Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithCinnamonClusters.jpg,20%,7%,500,6,2,150,120,30,206,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=206
Adult,54,http://cerealfacts.org/media/cereal_images/PostHBOWithRealStrawberries.jpg,26%,6%,403,8,2,125,120,31,207,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=207
Adult,58,http://cerealfacts.org/media/cereal_images/PostHBOWithVanillaClusters.jpg,21%,7%,304,12,4,170,220,56,208,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=208
Adult,48,http://cerealfacts.org/media/cereal_images/PostHBOWithPecanBunches.jpg,21%,3%,483,6,1,140,120,29,209,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=209
Adult,54,http://cerealfacts.org/media/cereal_images/PostHBORaisinMedley.jpg,27%,4%,346,14,2,180,200,52,210,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=210
Adult,58,http://cerealfacts.org/media/cereal_images/PostHBOJustBunchesHoneyRoasted.jpg,25%,7%,140,14,4,80,250,57,211,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=211
Child,40,http://cerealfacts.org/media/cereal_images/PostHoneyCombRegular.jpg,31%,3%,562,10,1,180,130,32,212,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=212
Child,26,http://cerealfacts.org/media/cereal_images/PostPebblesCocoa.jpg,37%,0%,633,11,0,190,120,30,213,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=213
Child,26,http://cerealfacts.org/media/cereal_images/PostPebblesFruity.jpg,37%,0%,633,11,0,190,120,30,214,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=214
Child,50,http://cerealfacts.org/media/cereal_images/PostPebblesBouldersChocolatePeanutButter.jpg,30%,7%,296,8,2,80,110,27,215,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=215
Child,28,http://cerealfacts.org/media/cereal_images/PostPebblesMarshmallow.jpg,37%,0%,667,10,0,180,110,27,216,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=216
Family,50,http://cerealfacts.org/media/cereal_images/PostRaisinBran.jpg,32%,14%,424,19,8,250,190,59,217,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=217
Adult,48,http://cerealfacts.org/media/cereal_images/PostSelectsBlueberryMorning.jpg,29%,4%,382,16,2,210,220,55,218,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=218
Adult,56,http://cerealfacts.org/media/cereal_images/PostSelectsMaplePecanCrunch.jpg,23%,8%,240,12,4,125,210,52,219,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=219
Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCranberryAlmondCrunch.jpg,25%,10%,219,12,5,105,180,48,220,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=220
Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCrunchyPecans.jpg,15%,10%,288,8,5,150,210,52,221,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=221
Adult,58,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsRaisinDatePecan.jpg,24%,9%,245,13,5,135,210,55,222,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=222
Adult,56,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsBananaNutCrunch.jpg,19%,12%,237,11,7,140,240,59,223,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=223
Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatOriginal.jpg,0%,13%,0,0,6,0,160,47,224,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=224
Adult,72,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeHoneyNut.jpg,20%,10%,102,12,6,60,220,59,225,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=225
Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeOriginal.jpg,0%,12%,0,0,6,0,170,49,226,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=226
Adult,82,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeWheatNBran.jpg,0%,15%,0,0,9,0,200,59,227,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=227
Adult,74,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeLightlyFrosted.jpg,21%,11%,0,12,6,0,200,56,228,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=228
Family,44,http://cerealfacts.org/media/cereal_images/PostWaffleCrisp.jpg,40%,3%,383,12,1,115,120,30,229,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=229
Adult,56,http://cerealfacts.org/media/cereal_images/PeaceFrenchVanillaGranola.jpg,27%,5%,127,15,3,70,240,55,230,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=230
Adult,58,http://cerealfacts.org/media/cereal_images/PeaceGoldenHoneyGranola.jpg,18%,7%,218,10,4,120,240,55,231,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=231
Adult,46,http://cerealfacts.org/media/cereal_images/PeaceMangoPassion.jpg,18%,4%,600,10,2,330,230,55,232,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=232
Adult,54,http://cerealfacts.org/media/cereal_images/PeaceMaplePecan.jpg,20%,5%,400,11,3,220,240,55,233,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=233
Adult,54,http://cerealfacts.org/media/cereal_images/PeaceRasberryGinger.jpg,22%,5%,418,12,3,230,230,55,234,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=234
Adult,54,http://cerealfacts.org/media/cereal_images/PeaceVanillaAlmond.jpg,20%,5%,382,11,3,210,240,55,235,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=235
Adult,56,http://cerealfacts.org/media/cereal_images/PeaceWildBerryCrisp.jpg,13%,5%,600,7,3,330,220,55,236,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=236
Adult,58,http://cerealfacts.org/media/cereal_images/PeaceCherryAlmond.jpg,24%,5%,136,13,3,75,240,55,237,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=237
Adult,70,http://cerealfacts.org/media/cereal_images/PeaceHeartyRaisinBran.jpg,16%,15%,309,9,8,170,190,55,238,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=238
Adult,70,http://cerealfacts.org/media/cereal_images/PeaceGojiBerry.jpg,13%,9%,345,7,5,190,210,55,239,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=239
Adult,70,http://cerealfacts.org/media/cereal_images/PeaceBlueberryPomegranate.jpg,25%,5%,36,14,3,20,240,55,240,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=240
Adult,52,http://cerealfacts.org/media/cereal_images/PeaceAppleCinnamon.jpg,22%,5%,545,12,3,300,220,55,241,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=241
Adult,52,http://cerealfacts.org/media/cereal_images/PeaceWalnutSpice.jpg,31%,9%,291,17,5,160,230,55,242,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=242
Family,32,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchPeanutButterCrunch.jpg,33%,4%,741,9,1,200,110,27,243,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=243
Family,28,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchWithCrunchberries.jpg,42%,4%,731,11,1,190,110,26,244,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=244
Family,28,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchRegular.jpg,44%,4%,741,12,1,200,110,27,245,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=245
Family,38,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchChocolateCrunch.jpg,41%,4%,463,11,1,125,110,27,246,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=246
Family,30,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchOopsAllBerries.jpg,47%,3%,656,15,1,210,130,32,247,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=247
Family,52,http://cerealfacts.org/media/cereal_images/QuakerLifeCinnamon.jpg,25%,6%,469,8,2,150,120,32,248,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=248
Family,52,http://cerealfacts.org/media/cereal_images/QuakerLifeMapleBrownSugar.jpg,25%,6%,469,8,2,150,120,32,249,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=249
Family,54,http://cerealfacts.org/media/cereal_images/QuakerLifeRegular.jpg,19%,6%,500,6,2,160,120,32,250,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=250
Adult,58,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaLowfat.jpg,25%,9%,236,14,5,130,210,55,251,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=251
Adult,70,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyRaisins.jpg,25%,10%,59,13,5,30,210,51,252,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=252
Adult,58,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaAppleCranberryAlmond.jpg,27%,10%,51,13,5,25,200,49,253,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=253
Adult,70,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyAlmonds.jpg,21%,10%,52,10,5,25,200,48,254,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=254
Adult,58,http://cerealfacts.org/media/cereal_images/QuakerOatBranColdCereal.jpg,16%,11%,368,9,6,210,210,57,255,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=255
Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresBrownSugar.jpg,16%,9%,339,9,5,190,210,56,256,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=256
Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresCinnamon.jpg,16%,9%,339,9,5,190,210,56,257,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=257
Adult,70,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresGoldenMaple.jpg,16%,9%,339,9,5,190,210,56,258,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=258
Family,58,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeStrawberry.jpg,19%,19%,281,6,6,90,110,32,259,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=259
Family,58,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeAppleCinnamon.jpg,22%,19%,281,7,6,90,110,32,260,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=260
